clientReference,accountReference,effectiveDateTime
34943,334943,2010-08-18
34944,334944,2010-08-17
34945,334945,2010-08-16
34946,334946,2010-08-15
34947,334947,2010-08-14
34948,334948,2010-08-13
34949,334949,2010-08-12
34950,334950,2010-08-11
34951,334951,2010-08-10
34952,334952,2010-08-09
34953,334953,2010-08-08
34954,334954,2010-08-07
34955,334955,2010-08-06
34956,334956,2010-08-05
34957,334957,2010-08-04
34958,334958,2010-08-03
34959,334959,2010-08-02
34960,334960,2010-08-01
34961,334961,2010-07-31
34962,334962,2010-07-30
34963,334963,2010-07-29
34964,334964,2010-07-28
34965,334965,2010-07-27
34966,334966,2010-07-26
34967,334967,2010-07-25
34968,334968,2010-07-24
34969,334969,2010-07-23
34970,334970,2010-07-22
34971,334971,2010-07-21
34972,334972,2010-07-20
34973,334973,2010-07-19
34974,334974,2010-07-18
34975,334975,2010-07-17
34976,334976,2010-07-16
34977,334977,2010-07-15
34978,334978,2010-07-14
34979,334979,2010-07-13
34980,334980,2010-07-12
34981,334981,2010-07-11
34982,334982,2010-07-10
34983,334983,2010-07-09
34984,334984,2010-07-08
34985,334985,2010-07-07
34986,334986,2010-07-06
34987,334987,2010-07-05
34988,334988,2010-07-04
34989,334989,2010-07-03
34990,334990,2010-07-02
34991,334991,2010-07-01
34992,334992,2010-06-30
34993,334993,2010-06-29
34994,334994,2010-06-28
34995,334995,2010-06-27
34996,334996,2010-06-26
34997,334997,2010-06-25
34998,334998,2010-06-24
34999,334999,2010-06-23
35000,335000,2010-06-22
35001,335001,2010-06-21
35002,335002,2010-06-20
35003,335003,2010-06-19
35004,335004,2010-06-18
35005,335005,2010-06-17
35006,335006,2010-06-16
35007,335007,2010-06-15
35008,335008,2010-06-14
35009,335009,2010-06-13
35010,335010,2010-06-12
35011,335011,2010-06-11
35012,335012,2010-06-10
35013,335013,2010-06-09
35014,335014,2010-06-08
35015,335015,2010-06-07
35016,335016,2010-06-06
35017,335017,2010-06-05
35018,335018,2010-06-04
35019,335019,2010-06-03
35020,335020,2010-06-02
35021,335021,2010-06-01
35022,335022,2010-05-31
35023,335023,2010-05-30
35024,335024,2010-05-29
35025,335025,2010-05-28
35026,335026,2010-05-27
35027,335027,2010-05-26
35028,335028,2010-05-25
35029,335029,2010-05-24
35030,335030,2010-05-23
35031,335031,2010-05-22
35032,335032,2010-05-21
35033,335033,2010-05-20
35034,335034,2010-05-19
35035,335035,2010-05-18
35036,335036,2010-05-17
35037,335037,2010-05-16
35038,335038,2010-05-15
35039,335039,2010-05-14
35040,335040,2010-05-13
35041,335041,2010-05-12
35042,335042,2010-05-11
35043,335043,2010-05-10
35044,335044,2010-05-09
35045,335045,2010-05-08
35046,335046,2010-05-07
35047,335047,2010-05-06
35048,335048,2010-05-05
35049,335049,2010-05-04
35050,335050,2010-05-03
35051,335051,2010-05-02
35052,335052,2010-05-01
35053,335053,2010-04-30
35054,335054,2010-04-29
35055,335055,2010-04-28
35056,335056,2010-04-27
35057,335057,2010-04-26
35058,335058,2010-04-25
35059,335059,2010-04-24
35060,335060,2010-04-23
35061,335061,2010-04-22
35062,335062,2010-04-21
35063,335063,2010-04-20
35064,335064,2010-04-19
35065,335065,2010-04-18
35066,335066,2010-04-17
35067,335067,2010-04-16
35068,335068,2010-04-15
35069,335069,2010-04-14
35070,335070,2010-04-13
35071,335071,2010-04-12
35072,335072,2010-04-11
35073,335073,2010-04-10
35074,335074,2010-04-09
35075,335075,2010-04-08
35076,335076,2010-04-07
35077,335077,2010-04-06
35078,335078,2010-04-05
35079,335079,2010-04-04
35080,335080,2010-04-03
35081,335081,2010-04-02
35082,335082,2010-04-01
35083,335083,2010-03-31
35084,335084,2010-03-30
35085,335085,2010-03-29
35086,335086,2010-03-28
35087,335087,2010-03-27
35088,335088,2010-03-26
35089,335089,2010-03-25
35090,335090,2010-03-24
35091,335091,2010-03-23
35092,335092,2010-03-22
35093,335093,2010-03-21
35094,335094,2010-03-20
35095,335095,2010-03-19
35096,335096,2010-03-18
35097,335097,2010-03-17
35098,335098,2010-03-16
35099,335099,2010-03-15
35100,335100,2010-03-14
35101,335101,2010-03-13
35102,335102,2010-03-12
35103,335103,2010-03-11
35104,335104,2010-03-10
35105,335105,2010-03-09
35106,335106,2010-03-08
35107,335107,2010-03-07
35108,335108,2010-03-06
35109,335109,2010-03-05
35110,335110,2010-03-04
35111,335111,2010-03-03
35112,335112,2010-03-02
35113,335113,2010-03-01
35114,335114,2010-02-28
35115,335115,2010-02-27
35116,335116,2010-02-26
35117,335117,2010-02-25
35118,335118,2010-02-24
35119,335119,2010-02-23
35120,335120,2010-02-22
35121,335121,2010-02-21
35122,335122,2010-02-20
35123,335123,2010-02-19
35124,335124,2010-02-18
35125,335125,2010-02-17
35126,335126,2010-02-16
35127,335127,2010-02-15
35128,335128,2010-02-14
35129,335129,2010-02-13
35130,335130,2010-02-12
35131,335131,2010-02-11
35132,335132,2010-02-10
35133,335133,2010-02-09
35134,335134,2010-02-08
35135,335135,2010-02-07
35136,335136,2010-02-06
35137,335137,2010-02-05
35138,335138,2010-02-04
35139,335139,2010-02-03
35140,335140,2010-02-02
35141,335141,2010-02-01
35142,335142,2010-01-31
35143,335143,2010-01-30
35144,335144,2010-01-29
35145,335145,2010-01-28
35146,335146,2010-01-27
35147,335147,2010-01-26
35148,335148,2010-01-25
35149,335149,2010-01-24
35150,335150,2010-01-23
35151,335151,2010-01-22
35152,335152,2010-01-21
35153,335153,2010-01-20
35154,335154,2010-01-19
35155,335155,2010-01-18
35156,335156,2010-01-17
35157,335157,2010-01-16
35158,335158,2010-01-15
35159,335159,2010-01-14
35160,335160,2010-01-13
35161,335161,2010-01-12
35162,335162,2010-01-11
35163,335163,2010-01-10
35164,335164,2010-01-09
35165,335165,2010-01-08
35166,335166,2010-01-07
35167,335167,2010-01-06
35168,335168,2010-01-05
35169,335169,2010-01-04
35170,335170,2010-01-03
35171,335171,2010-01-02
35172,335172,2010-01-01
35173,335173,2009-12-31
35174,335174,2009-12-30
35175,335175,2009-12-29
35176,335176,2009-12-28
35177,335177,2009-12-27
35178,335178,2009-12-26
35179,335179,2009-12-25
35180,335180,2009-12-24
35181,335181,2009-12-23
35182,335182,2009-12-22
35183,335183,2009-12-21
35184,335184,2009-12-20
35185,335185,2009-12-19
35186,335186,2009-12-18
35187,335187,2009-12-17
35188,335188,2009-12-16
35189,335189,2009-12-15
35190,335190,2009-12-14
35191,335191,2009-12-13
35192,335192,2009-12-12
35193,335193,2009-12-11
35194,335194,2009-12-10
35195,335195,2009-12-09
35196,335196,2009-12-08
35197,335197,2009-12-07
35198,335198,2009-12-06
35199,335199,2009-12-05
35200,335200,2009-12-04
35201,335201,2009-12-03
35202,335202,2009-12-02
35203,335203,2009-12-01
35204,335204,2009-11-30
35205,335205,2009-11-29
35206,335206,2009-11-28
35207,335207,2009-11-27
35208,335208,2009-11-26
35209,335209,2009-11-25
35210,335210,2009-11-24
35211,335211,2009-11-23
35212,335212,2009-11-22
35213,335213,2009-11-21
35214,335214,2009-11-20
35215,335215,2009-11-19
35216,335216,2009-11-18
35217,335217,2009-11-17
35218,335218,2009-11-16
35219,335219,2009-11-15
35220,335220,2009-11-14
35221,335221,2009-11-13
35222,335222,2009-11-12
35223,335223,2009-11-11
35224,335224,2009-11-10
35225,335225,2009-11-09
35226,335226,2009-11-08
35227,335227,2009-11-07
35228,335228,2009-11-06
35229,335229,2009-11-05
35230,335230,2009-11-04
35231,335231,2009-11-03
35232,335232,2009-11-02
35233,335233,2009-11-01
35234,335234,2009-10-31
35235,335235,2009-10-30
35236,335236,2009-10-29
35237,335237,2009-10-28
35238,335238,2009-10-27
35239,335239,2009-10-26
35240,335240,2009-10-25
35241,335241,2009-10-24
35242,335242,2009-10-23
35243,335243,2009-10-22
35244,335244,2009-10-21
35245,335245,2009-10-20
35246,335246,2009-10-19
35247,335247,2009-10-18
35248,335248,2009-10-17
35249,335249,2009-10-16
35250,335250,2009-10-15
35251,335251,2009-10-14
35252,335252,2009-10-13
35253,335253,2009-10-12
35254,335254,2009-10-11
35255,335255,2009-10-10
35256,335256,2009-10-09
35257,335257,2009-10-08
35258,335258,2009-10-07
35259,335259,2009-10-06
35260,335260,2009-10-05
35261,335261,2009-10-04
35262,335262,2009-10-03
35263,335263,2009-10-02
35264,335264,2009-10-01
35265,335265,2009-09-30
35266,335266,2009-09-29
35267,335267,2009-09-28
35268,335268,2009-09-27
35269,335269,2009-09-26
35270,335270,2009-09-25
35271,335271,2009-09-24
35272,335272,2009-09-23
35273,335273,2009-09-22
35274,335274,2009-09-21
35275,335275,2009-09-20
35276,335276,2009-09-19
35277,335277,2009-09-18
35278,335278,2009-09-17
35279,335279,2009-09-16
35280,335280,2009-09-15
35281,335281,2009-09-14
35282,335282,2009-09-13
35283,335283,2009-09-12
35284,335284,2009-09-11
35285,335285,2009-09-10
35286,335286,2009-09-09
35287,335287,2009-09-08
35288,335288,2009-09-07
35289,335289,2009-09-06
35290,335290,2009-09-05
35291,335291,2009-09-04
35292,335292,2009-09-03
35293,335293,2009-09-02
35294,335294,2009-09-01
35295,335295,2009-08-31
35296,335296,2009-08-30
35297,335297,2009-08-29
35298,335298,2009-08-28
35299,335299,2009-08-27
35300,335300,2009-08-26
35301,335301,2009-08-25
35302,335302,2009-08-24
35303,335303,2009-08-23
35304,335304,2009-08-22
35305,335305,2009-08-21
35306,335306,2009-08-20
35307,335307,2009-08-19
35308,335308,2009-08-18
35309,335309,2009-08-17
35310,335310,2009-08-16
35311,335311,2009-08-15
35312,335312,2009-08-14
35313,335313,2009-08-13
35314,335314,2009-08-12
35315,335315,2009-08-11
35316,335316,2009-08-10
35317,335317,2009-08-09
35318,335318,2009-08-08
35319,335319,2009-08-07
35320,335320,2009-08-06
35321,335321,2009-08-05
35322,335322,2009-08-04
35323,335323,2009-08-03
35324,335324,2009-08-02
35325,335325,2009-08-01
35326,335326,2009-07-31
35327,335327,2009-07-30
35328,335328,2009-07-29
35329,335329,2009-07-28
35330,335330,2009-07-27
35331,335331,2009-07-26
35332,335332,2009-07-25
35333,335333,2009-07-24
35334,335334,2009-07-23
35335,335335,2009-07-22
35336,335336,2009-07-21
35337,335337,2009-07-20
35338,335338,2009-07-19
35339,335339,2009-07-18
35340,335340,2009-07-17
35341,335341,2009-07-16
35342,335342,2009-07-15
35343,335343,2009-07-14
35344,335344,2009-07-13
35345,335345,2009-07-12
35346,335346,2009-07-11
35347,335347,2009-07-10
35348,335348,2009-07-09
35349,335349,2009-07-08
35350,335350,2009-07-07
35351,335351,2009-07-06
35352,335352,2009-07-05
35353,335353,2009-07-04
35354,335354,2009-07-03
35355,335355,2009-07-02
35356,335356,2009-07-01
35357,335357,2009-06-30
35358,335358,2009-06-29
35359,335359,2009-06-28
35360,335360,2009-06-27
35361,335361,2009-06-26
35362,335362,2009-06-25
35363,335363,2009-06-24
35364,335364,2009-06-23
35365,335365,2009-06-22
35366,335366,2009-06-21
35367,335367,2009-06-20
35368,335368,2009-06-19
35369,335369,2009-06-18
35370,335370,2009-06-17
35371,335371,2009-06-16
35372,335372,2009-06-15
35373,335373,2009-06-14
35374,335374,2009-06-13
35375,335375,2009-06-12
35376,335376,2009-06-11
35377,335377,2009-06-10
35378,335378,2009-06-09
35379,335379,2009-06-08
35380,335380,2009-06-07
35381,335381,2009-06-06
35382,335382,2009-06-05
35383,335383,2009-06-04
35384,335384,2009-06-03
35385,335385,2009-06-02
35386,335386,2009-06-01
35387,335387,2009-05-31
35388,335388,2009-05-30
35389,335389,2009-05-29
35390,335390,2009-05-28
35391,335391,2009-05-27
35392,335392,2009-05-26
35393,335393,2009-05-25
35394,335394,2009-05-24
35395,335395,2009-05-23
35396,335396,2009-05-22
35397,335397,2009-05-21
35398,335398,2009-05-20
35399,335399,2009-05-19
35400,335400,2009-05-18
35401,335401,2009-05-17
35402,335402,2009-05-16
35403,335403,2009-05-15
35404,335404,2009-05-14
35405,335405,2009-05-13
35406,335406,2009-05-12
35407,335407,2009-05-11
35408,335408,2009-05-10
35409,335409,2009-05-09
35410,335410,2009-05-08
35411,335411,2009-05-07
35412,335412,2009-05-06
35413,335413,2009-05-05
35414,335414,2009-05-04
35415,335415,2009-05-03
35416,335416,2009-05-02
35417,335417,2009-05-01
35418,335418,2009-04-30
35419,335419,2009-04-29
35420,335420,2009-04-28
35421,335421,2009-04-27
35422,335422,2009-04-26
35423,335423,2009-04-25
35424,335424,2009-04-24
35425,335425,2009-04-23
35426,335426,2009-04-22
35427,335427,2009-04-21
35428,335428,2009-04-20
35429,335429,2009-04-19
35430,335430,2009-04-18
35431,335431,2009-04-17
35432,335432,2009-04-16
35433,335433,2009-04-15
35434,335434,2009-04-14
35435,335435,2009-04-13
35436,335436,2009-04-12
35437,335437,2009-04-11
35438,335438,2009-04-10
35439,335439,2009-04-09
35440,335440,2009-04-08
35441,335441,2009-04-07
35442,335442,2009-04-06
35443,335443,2009-04-05
35444,335444,2009-04-04
35445,335445,2009-04-03
35446,335446,2009-04-02
35447,335447,2009-04-01
35448,335448,2009-03-31
35449,335449,2009-03-30
35450,335450,2009-03-29
35451,335451,2009-03-28
35452,335452,2009-03-27
35453,335453,2009-03-26
35454,335454,2009-03-25
35455,335455,2009-03-24
35456,335456,2009-03-23
35457,335457,2009-03-22
35458,335458,2009-03-21
35459,335459,2009-03-20
35460,335460,2009-03-19
35461,335461,2009-03-18
35462,335462,2009-03-17
35463,335463,2009-03-16
35464,335464,2009-03-15
35465,335465,2009-03-14
35466,335466,2009-03-13
35467,335467,2009-03-12
35468,335468,2009-03-11
35469,335469,2009-03-10
35470,335470,2009-03-09
35471,335471,2009-03-08
35472,335472,2009-03-07
35473,335473,2009-03-06
35474,335474,2009-03-05
35475,335475,2009-03-04
35476,335476,2009-03-03
35477,335477,2009-03-02
35478,335478,2009-03-01
35479,335479,2009-02-28
35480,335480,2009-02-27
35481,335481,2009-02-26
35482,335482,2009-02-25
35483,335483,2009-02-24
35484,335484,2009-02-23
35485,335485,2009-02-22
35486,335486,2009-02-21
35487,335487,2009-02-20
35488,335488,2009-02-19
35489,335489,2009-02-18
35490,335490,2009-02-17
35491,335491,2009-02-16
35492,335492,2009-02-15
35493,335493,2009-02-14
35494,335494,2009-02-13
35495,335495,2009-02-12
35496,335496,2009-02-11
35497,335497,2009-02-10
35498,335498,2009-02-09
35499,335499,2009-02-08
35500,335500,2009-02-07
35501,335501,2009-02-06
35502,335502,2009-02-05
35503,335503,2009-02-04
35504,335504,2009-02-03
35505,335505,2009-02-02
35506,335506,2009-02-01
35507,335507,2009-01-31
35508,335508,2009-01-30
35509,335509,2009-01-29
35510,335510,2009-01-28
35511,335511,2009-01-27
35512,335512,2009-01-26
35513,335513,2009-01-25
35514,335514,2009-01-24
35515,335515,2009-01-23
35516,335516,2009-01-22
35517,335517,2009-01-21
35518,335518,2009-01-20
35519,335519,2009-01-19
35520,335520,2009-01-18
35521,335521,2009-01-17
35522,335522,2009-01-16
35523,335523,2009-01-15
35524,335524,2009-01-14
35525,335525,2009-01-13
35526,335526,2009-01-12
35527,335527,2009-01-11
35528,335528,2009-01-10
35529,335529,2009-01-09
35530,335530,2009-01-08
35531,335531,2009-01-07
35532,335532,2009-01-06
35533,335533,2009-01-05
35534,335534,2009-01-04
35535,335535,2009-01-03
35536,335536,2009-01-02
35537,335537,2009-01-01
35538,335538,2008-12-31
35539,335539,2008-12-30
35540,335540,2008-12-29
35541,335541,2008-12-28
35542,335542,2008-12-27
35543,335543,2008-12-26
35544,335544,2008-12-25
35545,335545,2008-12-24
35546,335546,2008-12-23
35547,335547,2008-12-22
35548,335548,2008-12-21
35549,335549,2008-12-20
35550,335550,2008-12-19
35551,335551,2008-12-18
35552,335552,2008-12-17
35553,335553,2008-12-16
35554,335554,2008-12-15
35555,335555,2008-12-14
35556,335556,2008-12-13
35557,335557,2008-12-12
35558,335558,2008-12-11
35559,335559,2008-12-10
35560,335560,2008-12-09
35561,335561,2008-12-08
35562,335562,2008-12-07
35563,335563,2008-12-06
35564,335564,2008-12-05
35565,335565,2008-12-04
35566,335566,2008-12-03
35567,335567,2008-12-02
35568,335568,2008-12-01
35569,335569,2008-11-30
35570,335570,2008-11-29
35571,335571,2008-11-28
35572,335572,2008-11-27
35573,335573,2008-11-26
35574,335574,2008-11-25
35575,335575,2008-11-24
35576,335576,2008-11-23
35577,335577,2008-11-22
35578,335578,2008-11-21
35579,335579,2008-11-20
35580,335580,2008-11-19
35581,335581,2008-11-18
35582,335582,2008-11-17
35583,335583,2008-11-16
35584,335584,2008-11-15
35585,335585,2008-11-14
35586,335586,2008-11-13
35587,335587,2008-11-12
35588,335588,2008-11-11
35589,335589,2008-11-10
35590,335590,2008-11-09
35591,335591,2008-11-08
35592,335592,2008-11-07
35593,335593,2008-11-06
35594,335594,2008-11-05
35595,335595,2008-11-04
35596,335596,2008-11-03
35597,335597,2008-11-02
35598,335598,2008-11-01
35599,335599,2008-10-31
35600,335600,2008-10-30
35601,335601,2008-10-29
35602,335602,2008-10-28
35603,335603,2008-10-27
35604,335604,2008-10-26
35605,335605,2008-10-25
35606,335606,2008-10-24
35607,335607,2008-10-23
35608,335608,2008-10-22
35609,335609,2008-10-21
35610,335610,2008-10-20
35611,335611,2008-10-19
35612,335612,2008-10-18
35613,335613,2008-10-17
35614,335614,2008-10-16
35615,335615,2008-10-15
35616,335616,2008-10-14
35617,335617,2008-10-13
35618,335618,2008-10-12
35619,335619,2008-10-11
35620,335620,2008-10-10
35621,335621,2008-10-09
35622,335622,2008-10-08
35623,335623,2008-10-07
35624,335624,2008-10-06
35625,335625,2008-10-05
35626,335626,2008-10-04
35627,335627,2008-10-03
35628,335628,2008-10-02
35629,335629,2008-10-01
35630,335630,2008-09-30
35631,335631,2008-09-29
35632,335632,2008-09-28
35633,335633,2008-09-27
35634,335634,2008-09-26
35635,335635,2008-09-25
35636,335636,2008-09-24
35637,335637,2008-09-23
35638,335638,2008-09-22
35639,335639,2008-09-21
35640,335640,2008-09-20
35641,335641,2008-09-19
35642,335642,2008-09-18
35643,335643,2008-09-17
35644,335644,2008-09-16
35645,335645,2008-09-15
35646,335646,2008-09-14
35647,335647,2008-09-13
35648,335648,2008-09-12
35649,335649,2008-09-11
35650,335650,2008-09-10
35651,335651,2008-09-09
35652,335652,2008-09-08
35653,335653,2008-09-07
35654,335654,2008-09-06
35655,335655,2008-09-05
35656,335656,2008-09-04
35657,335657,2008-09-03
35658,335658,2008-09-02
35659,335659,2008-09-01
35660,335660,2008-08-31
35661,335661,2008-08-30
35662,335662,2008-08-29
35663,335663,2008-08-28
35664,335664,2008-08-27
35665,335665,2008-08-26
35666,335666,2008-08-25
35667,335667,2008-08-24
35668,335668,2008-08-23
35669,335669,2008-08-22
35670,335670,2008-08-21
35671,335671,2008-08-20
35672,335672,2008-08-19
35673,335673,2008-08-18
35674,335674,2008-08-17
35675,335675,2008-08-16
35676,335676,2008-08-15
35677,335677,2008-08-14
35678,335678,2008-08-13
35679,335679,2008-08-12
35680,335680,2008-08-11
35681,335681,2008-08-10
35682,335682,2008-08-09
35683,335683,2008-08-08
35684,335684,2008-08-07
35685,335685,2008-08-06
35686,335686,2008-08-05
35687,335687,2008-08-04
35688,335688,2008-08-03
35689,335689,2008-08-02
35690,335690,2008-08-01
35691,335691,2008-07-31
35692,335692,2008-07-30
35693,335693,2008-07-29
35694,335694,2008-07-28
35695,335695,2008-07-27
35696,335696,2008-07-26
35697,335697,2008-07-25
35698,335698,2008-07-24
35699,335699,2008-07-23
35700,335700,2008-07-22
35701,335701,2008-07-21
35702,335702,2008-07-20
35703,335703,2008-07-19
35704,335704,2008-07-18
35705,335705,2008-07-17
35706,335706,2008-07-16
35707,335707,2008-07-15
35708,335708,2008-07-14
35709,335709,2008-07-13
35710,335710,2008-07-12
35711,335711,2008-07-11
35712,335712,2008-07-10
35713,335713,2008-07-09
35714,335714,2008-07-08
35715,335715,2008-07-07
35716,335716,2008-07-06
35717,335717,2008-07-05
35718,335718,2008-07-04
35719,335719,2008-07-03
35720,335720,2008-07-02
35721,335721,2008-07-01
35722,335722,2008-06-30
35723,335723,2008-06-29
35724,335724,2008-06-28
35725,335725,2008-06-27
35726,335726,2008-06-26
35727,335727,2008-06-25
35728,335728,2008-06-24
35729,335729,2008-06-23
35730,335730,2008-06-22
35731,335731,2008-06-21
35732,335732,2008-06-20
35733,335733,2008-06-19
35734,335734,2008-06-18
35735,335735,2008-06-17
35736,335736,2008-06-16
35737,335737,2008-06-15
35738,335738,2008-06-14
35739,335739,2008-06-13
35740,335740,2008-06-12
35741,335741,2008-06-11
35742,335742,2008-06-10
35743,335743,2008-06-09
35744,335744,2008-06-08
35745,335745,2008-06-07
35746,335746,2008-06-06
35747,335747,2008-06-05
35748,335748,2008-06-04
35749,335749,2008-06-03
35750,335750,2008-06-02
35751,335751,2008-06-01
35752,335752,2008-05-31
35753,335753,2008-05-30
35754,335754,2008-05-29
35755,335755,2008-05-28
35756,335756,2008-05-27
35757,335757,2008-05-26
35758,335758,2008-05-25
35759,335759,2008-05-24
35760,335760,2008-05-23
35761,335761,2008-05-22
35762,335762,2008-05-21
35763,335763,2008-05-20
35764,335764,2008-05-19
35765,335765,2008-05-18
35766,335766,2008-05-17
35767,335767,2008-05-16
35768,335768,2008-05-15
35769,335769,2008-05-14
35770,335770,2008-05-13
35771,335771,2008-05-12
35772,335772,2008-05-11
35773,335773,2008-05-10
35774,335774,2008-05-09
35775,335775,2008-05-08
35776,335776,2008-05-07
35777,335777,2008-05-06
35778,335778,2008-05-05
35779,335779,2008-05-04
35780,335780,2008-05-03
35781,335781,2008-05-02
35782,335782,2008-05-01
35783,335783,2008-04-30
35784,335784,2008-04-29
35785,335785,2008-04-28
35786,335786,2008-04-27
35787,335787,2008-04-26
35788,335788,2008-04-25
35789,335789,2008-04-24
35790,335790,2008-04-23
35791,335791,2008-04-22
35792,335792,2008-04-21
35793,335793,2008-04-20
35794,335794,2008-04-19
35795,335795,2008-04-18
35796,335796,2008-04-17
35797,335797,2008-04-16
35798,335798,2008-04-15
35799,335799,2008-04-14
35800,335800,2008-04-13
35801,335801,2008-04-12
35802,335802,2008-04-11
35803,335803,2008-04-10
35804,335804,2008-04-09
35805,335805,2008-04-08
35806,335806,2008-04-07
35807,335807,2008-04-06
35808,335808,2008-04-05
35809,335809,2008-04-04
35810,335810,2008-04-03
35811,335811,2008-04-02
35812,335812,2008-04-01
35813,335813,2008-03-31
35814,335814,2008-03-30
35815,335815,2008-03-29
35816,335816,2008-03-28
35817,335817,2008-03-27
35818,335818,2008-03-26
35819,335819,2008-03-25
35820,335820,2008-03-24
35821,335821,2008-03-23
35822,335822,2008-03-22
35823,335823,2008-03-21
35824,335824,2008-03-20
35825,335825,2008-03-19
35826,335826,2008-03-18
35827,335827,2008-03-17
35828,335828,2008-03-16
35829,335829,2008-03-15
35830,335830,2008-03-14
35831,335831,2008-03-13
35832,335832,2008-03-12
35833,335833,2008-03-11
35834,335834,2008-03-10
35835,335835,2008-03-09
35836,335836,2008-03-08
35837,335837,2008-03-07
35838,335838,2008-03-06
35839,335839,2008-03-05
35840,335840,2008-03-04
35841,335841,2008-03-03
35842,335842,2008-03-02
35843,335843,2008-03-01
35844,335844,2008-02-29
35845,335845,2008-02-28
35846,335846,2008-02-27
35847,335847,2008-02-26
35848,335848,2008-02-25
35849,335849,2008-02-24
35850,335850,2008-02-23
35851,335851,2008-02-22
35852,335852,2008-02-21
35853,335853,2008-02-20
35854,335854,2008-02-19
35855,335855,2008-02-18
35856,335856,2008-02-17
35857,335857,2008-02-16
35858,335858,2008-02-15
35859,335859,2008-02-14
35860,335860,2008-02-13
35861,335861,2008-02-12
35862,335862,2008-02-11
35863,335863,2008-02-10
35864,335864,2008-02-09
35865,335865,2008-02-08
35866,335866,2008-02-07
35867,335867,2008-02-06
35868,335868,2008-02-05
35869,335869,2008-02-04
35870,335870,2008-02-03
35871,335871,2008-02-02
35872,335872,2008-02-01
35873,335873,2008-01-31
35874,335874,2008-01-30
35875,335875,2008-01-29
35876,335876,2008-01-28
35877,335877,2008-01-27
35878,335878,2008-01-26
35879,335879,2008-01-25
35880,335880,2008-01-24
35881,335881,2008-01-23
35882,335882,2008-01-22
35883,335883,2008-01-21
35884,335884,2008-01-20
35885,335885,2008-01-19
35886,335886,2008-01-18
35887,335887,2008-01-17
35888,335888,2008-01-16
35889,335889,2008-01-15
35890,335890,2008-01-14
35891,335891,2008-01-13
35892,335892,2008-01-12
35893,335893,2008-01-11
35894,335894,2008-01-10
35895,335895,2008-01-09
35896,335896,2008-01-08
35897,335897,2008-01-07
35898,335898,2008-01-06
35899,335899,2008-01-05
35900,335900,2008-01-04
35901,335901,2008-01-03
35902,335902,2008-01-02
35903,335903,2008-01-01
35904,335904,2007-12-31
35905,335905,2007-12-30
35906,335906,2007-12-29
35907,335907,2007-12-28
35908,335908,2007-12-27
35909,335909,2007-12-26
35910,335910,2007-12-25
35911,335911,2007-12-24
35912,335912,2007-12-23
35913,335913,2007-12-22
35914,335914,2007-12-21
35915,335915,2007-12-20
35916,335916,2007-12-19
35917,335917,2007-12-18
35918,335918,2007-12-17
35919,335919,2007-12-16
35920,335920,2007-12-15
35921,335921,2007-12-14
35922,335922,2007-12-13
35923,335923,2007-12-12
35924,335924,2007-12-11
35925,335925,2007-12-10
35926,335926,2007-12-09
35927,335927,2007-12-08
35928,335928,2007-12-07
35929,335929,2007-12-06
35930,335930,2007-12-05
35931,335931,2007-12-04
35932,335932,2007-12-03
35933,335933,2007-12-02
35934,335934,2007-12-01
35935,335935,2007-11-30
35936,335936,2007-11-29
35937,335937,2007-11-28
35938,335938,2007-11-27
35939,335939,2007-11-26
35940,335940,2007-11-25
35941,335941,2007-11-24
35942,335942,2007-11-23
35943,335943,2007-11-22
35944,335944,2007-11-21
35945,335945,2007-11-20
35946,335946,2007-11-19
35947,335947,2007-11-18
35948,335948,2007-11-17
35949,335949,2007-11-16
35950,335950,2007-11-15
35951,335951,2007-11-14
35952,335952,2007-11-13
35953,335953,2007-11-12
35954,335954,2007-11-11
35955,335955,2007-11-10
35956,335956,2007-11-09
35957,335957,2007-11-08
35958,335958,2007-11-07
35959,335959,2007-11-06
35960,335960,2007-11-05
35961,335961,2007-11-04
35962,335962,2007-11-03
35963,335963,2007-11-02
35964,335964,2007-11-01
35965,335965,2007-10-31
35966,335966,2007-10-30
35967,335967,2007-10-29
35968,335968,2007-10-28
35969,335969,2007-10-27
35970,335970,2007-10-26
35971,335971,2007-10-25
35972,335972,2007-10-24
35973,335973,2007-10-23
35974,335974,2007-10-22
35975,335975,2007-10-21
35976,335976,2007-10-20
35977,335977,2007-10-19
35978,335978,2007-10-18
35979,335979,2007-10-17
35980,335980,2007-10-16
35981,335981,2007-10-15
35982,335982,2007-10-14
35983,335983,2007-10-13
35984,335984,2007-10-12
35985,335985,2007-10-11
35986,335986,2007-10-10
35987,335987,2007-10-09
35988,335988,2007-10-08
35989,335989,2007-10-07
35990,335990,2007-10-06
35991,335991,2007-10-05
35992,335992,2007-10-04
35993,335993,2007-10-03
35994,335994,2007-10-02
35995,335995,2007-10-01
35996,335996,2007-09-30
35997,335997,2007-09-29
35998,335998,2007-09-28
35999,335999,2007-09-27
36000,336000,2007-09-26
36001,336001,2007-09-25
36002,336002,2007-09-24
36003,336003,2007-09-23
36004,336004,2007-09-22
36005,336005,2007-09-21
36006,336006,2007-09-20
36007,336007,2007-09-19
36008,336008,2007-09-18
36009,336009,2007-09-17
36010,336010,2007-09-16
36011,336011,2007-09-15
36012,336012,2007-09-14
36013,336013,2007-09-13
36014,336014,2007-09-12
36015,336015,2007-09-11
36016,336016,2007-09-10
36017,336017,2007-09-09
